Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Schedule,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight,Event_Year
MIA96LA107,1996-03-27,"MEMPHIS, TN",United States,,,MEM,MEMPHIS INTERNATIONAL,NON-FATAL,Substantial,N468FE,Boeing,727,NSCH,(DBA: FEDEX),0,0,3.0,VMC,TAXI,1996
CHI97LA078,1997-03-02,"CHICAGO, IL",United States,,,,,NON-FATAL,,N755AT,Boeing,757,SCHD,(DBA: MEXICANA AIRLINES),0,4,180.0,VMC,DESCENT,1997
LAX99IA072,1999-01-05,"PHOENIX, AZ",United States,,,KPHX,PHOENIX SKY HARBOR,INCIDENT,Minor,N804MA,Boeing,727,NSCH,(DBA: MIAMI AIR INTERNATIONAL),0,0,180.0,VMC,TAKEOFF,1999
MIA98FA112,1998-03-30,"FORT LAUDERDALE, FL",United States,,,FLL,FT. LAUDERDALE/HOLLYWOOD,NON-FATAL,Minor,CFRYS,Boeing,727,NSCH,(DBA: ROYAL AIRLINES),0,3,177.0,VMC,TAKEOFF,1998
FTW97IA161,1997-04-20,"HOUSTON, TX",United States,,,IAH,HOUSTON INTERCONTINENTAL,INCIDENT,Minor,PHBUL,Boeing,747,SCHD,(DBA: ROYAL DUTCH AIRLINES),0,0,299.0,VMC,TAXI,1997
FTW99LA207,1999-06-25,"LAFAYETTE, LA",United States,,,,,NON-FATAL,,N650SW,Boeing,737,SCHD,(DBA: SOUTHWEST AIRLINES),0,1,141.0,IMC,CRUISE,1999
NYC95IA192,1995-08-14,"JAMAICA, NY",United States,,,,,INCIDENT,Minor,N603FF,Boeing,747,SCHD,(DBA: TOWER AIR),0,0,436.0,VMC,CLIMB,1995
IAD96IA098,1996-06-17,"JAMAICA, NY",United States,,,JFK,JFK INTERNATIONAL,INCIDENT,Minor,N606FF,Boeing,747,SCHD,(DBA: TOWER AIR),0,0,414.0,VMC,CRUISE,1996
NYC96IA169,1996-08-15,"HOWARD BEACH, NY",United States,,,,,INCIDENT,Minor,N24343,Boeing,727,SCHD,(DBA: TWA),0,0,112.0,VMC,APPROACH,1996
CHI97FA030,1996-11-18,"GRAND RAPIDS, MI",United States,,,GRR,KENT COUNTY INTERNATIONAL,NON-FATAL,,N9038U,Boeing,737,SCHD,(DBA: UNITED AIR LINES),0,1,84.0,VMC,DESCENT,1996
CHI95IA119,1995-04-07,"CHICAGO, IL",United States,,,ORD,O'HARE INT'L AIRPORT,INCIDENT,Minor,N9090U,Boeing,737,SCHD,(DBA: UNITED AIR LINES),0,0,116.0,VMC,TAKEOFF,1995
CHI00LA269,2000-07-31,"CHICAGO, IL",United States,,,,,NON-FATAL,,N313UA,Boeing,737,SCHD,(DBA: UNITED AIRLINES),0,1,117.0,VMC,DESCENT,2000
LAX97IA243,1997-07-14,"ONTARIO, CA",United States,,,ONT,ONTARIO INTERNATIONAL,INCIDENT,,N956UA,Boeing,737,SCHD,(DBA: UNITED AIRLINES),0,0,113.0,VMC,APPROACH,1997
CHI99LA184,1999-06-11,"MADISON, WI",United States,,,,,NON-FATAL,,N781UA,Boeing,777,SCHD,(DBA: UNITED AIRLINES),0,1,287.0,VMC,DESCENT,1999
CHI98IA164,1998-05-18,"MINNEAPOLIS, MN",United States,,,,,INCIDENT,,N675UP,Boeing,747,NSCH,(DBA: UPS),0,0,3.0,UNK,CRUISE,1998
IAD99IA059,1999-08-23,"WASHINGTON, DC",United States,,,DCA,RON REAGAN NATIONAL ARPT,INCIDENT,Minor,N926TS,Boeing,727,SCHD,(DBA: US AIRWAYS),0,0,171.0,VMC,TAXI,1999
NYC98LA193,1998-09-27,"ISLIP, NY",United States,,,ISP,LONG ISLAND MACARTHUR,NON-FATAL,Minor,N810EX,Bombardier,DHC-8,SCHD,(DBA: USAIRWAYS EXPRESS),0,1,24.0,VMC,APPROACH,1998
DCA08MA076,2008-06-28,"San Francisco, CA",United States,,,SFO,San Francisco International,NON-FATAL,Destroyed,N799AX,Boeing,767,NSCH,ABX Air (DBA: DHL),0,0,2.0,,STANDING,2008
FTW97IA119,1997-03-10,"DFW AIRPORT, TX",United States,,,DFW,DFW INTERNATIONAL,INCIDENT,Minor,N909PG,Boeing,727,NSCH,AEROMEXPRESS,0,0,4.0,VMC,TAKEOFF,1997
LAX07IA198,2007-06-29,"Los Angeles, CA",United States,33.9425,-118.407222,LAX,LOS ANGELES INTL,INCIDENT,Minor,B-2470,Boeing,747,SCHD,Air China,0,0,237.0,VMC,TAKEOFF,2007
NYC08LA062A,2007-12-14,"New York, NY",United States,40.658333,-73.786666,JFK,John F. Kennedy International,NON-FATAL,Substantial,B-2477,Boeing,747,SCHD,Air China Airlines,0,0,5.0,IMC,TAXI,2007
LAX06FA063,2005-12-19,"Los Angeles, CA",United States,33.9425,-118.413333,KLAX,Los Angeles Intl,NON-FATAL,Substantial,VT-AIM,Boeing,747,SCHD,Air India,0,0,273.0,VMC,TAKEOFF,2005
MIA96LA108,1996-03-20,"JACKSONVILLE, FL",United States,,,JAX,JACKSONVILLE INTL,NON-FATAL,Substantial,EICLK,Boeing,737,SCHD,"AIR SOUTH AIRLINES, INC.",0,0,62.0,VMC,TAKEOFF,1996
ATL95IA043,1995-01-19,"ATLANTA, GA",United States,,,ATL,HARTSFIELD ATLANTA INTL.,INCIDENT,Minor,N4515W,Boeing,737,SCHD,"AIR SOUTH, INC.",0,0,28.0,IMC,LANDING,1995
ERA10LA041,2009-10-26,"Pleasant Grove, NC",United States,36.894444,-76.201111,,,NON-FATAL,,N935AT,Boeing,717,SCHD,Air Tran Airways,0,1,120.0,VMC,DESCENT,2009
NYC03FA067,2003-03-26,"Flushing, NY",United States,40.777778,-73.875556,LGA,LaGuardia Airport,NON-FATAL,Minor,N957AT,Boeing,717,SCHD,Air Tran Airways,0,1,60.0,VMC,APPROACH,2003
ERA09LA488,2009-08-27,"Inverness, FL",United States,29.0,-82.9,,,NON-FATAL,,N994AT,Boeing,717,SCHD,Airtran Airways (DBA: Airtran Airways),0,1,85.0,IMC,CLIMB,2009
DCA99MA007,1998-11-01,"ATLANTA, GA",United States,,,ATL,WILLIAM B HARTSFIELD INTL,NON-FATAL,Substantial,EICJW,Boeing,737,SCHD,AIRTRAN AIRWAYS INC,0,0,92.0,VMC,CLIMB,1998
ATL04IA085,2004-03-05,"Atlanta, GA",United States,33.640277,-84.085277,ATL,THE WILLIAM B HARTSFIELD ATLAN,INCIDENT,,N978AT,Boeing,717,SCHD,AIRTRAN AIRWAYS INC,0,0,118.0,VMC,TAKEOFF,2004
SEA00IA019,1999-11-11,"PORTLAND, OR",United States,,,,,INCIDENT,Minor,N772AS,Boeing,737,SCHD,ALASKA AIRLINES,0,0,145.0,UNK,CLIMB,1999
ANC00IA010,1999-11-02,"JUNEAU, AK",United States,,,PAJN,JUNEAU INTERNATIONAL,INCIDENT,,N792AS,Boeing,737,SCHD,ALASKA AIRLINES,0,0,58.0,VMC,LANDING,1999
WPR09IA065,2008-12-24,"Seattle, WA",United States,47.449722,-122.311667,SEA,Seattle-Tacoma International,INCIDENT,,N516AS,Boeing,737,SCHD,Alaska Airlines,0,0,141.0,IMC,,2008
ANC09IA015,2008-12-20,"Sitka, AK",United States,57.047222,-135.361667,PASI,Sitka,INCIDENT,,N771AS,Boeing,737,SCHD,Alaska Airlines (DBA: Alaska Airlines),0,0,,VMC,STANDING,2008
ENG08IA027,2008-05-21,"Miami, FL",United States,,,,,INCIDENT,Minor,EI-UPO,McDonnell Douglas,MD-11,SCHD,Alitalia Airlines (DBA: Alitalia),0,0,,,LANDING,2008
IAD01LA110,2000-11-26,"Boston, MA",United States,,,,,NON-FATAL,,EI-CRL,Boeing,767,SCHD,ALITALIA LINEE AEREE ITALIANE SPA,0,2,,,DESCENT,2000
LAX97FA164,1997-04-18,"LAS VEGAS, NV",United States,,,LAS,MC CARRAN INTERNATIONAL,NON-FATAL,,N313AW,Boeing,737,SCHD,AMERICA WEST AIRLINES,0,1,124.0,VMC,DESCENT,1997
FTW97IA112,1997-03-01,"DENVER, CO",United States,,,DEN,DENVER INTERNATIONAL,INCIDENT,Minor,N902AW,Boeing,757,SCHD,AMERICA WEST AIRLINES,0,0,101.0,VMC,TAXI,1997
LAX99LA050,1998-12-13,"SACRAMENTO, CA",United States,,,,,NON-FATAL,,N328AW,Boeing,737,SCHD,"AMERICA WEST AIRLINES, INC.",0,1,74.0,VMC,DESCENT,1998
LAX95IA086,1995-01-23,"ALBUQUERQUE, NM",United States,,,ABQ,ALBUQUERQUE INT'L AIRPORT,INCIDENT,,N155AW,Boeing,737,SCHD,"AMERICA WEST AIRLINES, INC.",0,0,37.0,VMC,TAKEOFF,1995
LAX00LA146,2000-04-02,"DALLAS, TX",United States,,,,,NON-FATAL,,N910AW,Boeing,757,SCHD,"AMERICA WEST AIRLINES, INC.",0,1,196.0,IMC,CRUISE,2000
LAX99FA315,1999-09-20,"AGUA CALIENTE, AZ",United States,,,,,NON-FATAL,,N904AW,Boeing,757,SCHD,"AMERICA WEST AIRLINES, INC.",0,2,173.0,IMC,DESCENT,1999
LAX99LA322,1999-07-24,"PHOENIX, AZ",United States,,,PHX,SKY HARBOR INTERNATIONAL,NON-FATAL,Substantial,N910AW,Boeing,757,SCHD,"AMERICA WEST AIRLINES, INC. (DBA: AMERICA WEST AIRLINES, INC.)",0,0,196.0,VMC,TAXI,1999
ENG12IA010,2012-02-08,"Jamaica, NY",United States,,,JFK,John F. Kennedy International,INCIDENT,,N360AA,Boeing,767,SCHD,American Airlines,0,0,210.0,,TAKEOFF,2012
CEN10LA240,2010-04-29,"Fort Dodge, IA",United States,,,,,NON-FATAL,,N320AA,Boeing,767,SCHD,American Airlines,0,1,172.0,,,2010
DCA11FA050,2011-01-03,"Los Angeles, CA",United States,33.9425,-118.408056,LAX,Los Angeles,NON-FATAL,Substantial,N831NN,Boeing,737,SCHD,American Airlines,0,0,165.0,VMC,TAKEOFF,2011
DCA01MA064,2001-09-11,"Arlington, VA",United States,,,,,FATAL,Destroyed,N644AA,Boeing,757,SCHD,American Airlines,64,0,,,CRUISE,2001
DCA01MA060,2001-09-11,"New York City, NY",United States,,,,,FATAL,Destroyed,N334AA,Boeing,767,SCHD,American Airlines,92,0,,,CRUISE,2001
ENG08IA011,2008-01-30,"West Palm Beach, FL",United States,26.683056,-80.095555,,,INCIDENT,Minor,N624AA,Boeing,757,SCHD,AMERICAN AIRLINES COMMERCIAL FLIGHT OPERATIONS,0,0,140.0,VMC,,2008
DCA04MA061,2004-07-25,"Miami, FL",United States,,,,,NON-FATAL,,N797AN,Boeing,777,SCHD,AMERICAN AIRLINES INC,0,1,216.0,VMC,CRUISE,2004
ERA11CA511,2011-09-29,"Miami, FL",United States,25.766667,-80.291666,MIA,Miami International,NON-FATAL,,N804NN,Boeing,737,SCHD,AMERICAN AIRLINES INC,0,1,165.0,VMC,DESCENT,2011
DCA16CA009,2015-10-21,"Dallas, TX",United States,32.897222,-97.037777,DFW,Dallas / Ft Worth,NON-FATAL,,N183AN,Boeing,757,SCHD,AMERICAN AIRLINES INC,0,1,166.0,UNK,STANDING,2015
DCA11IA015,2010-12-29,"Jackson Hole, WY",United States,,,JAC,Jackson Hole Airport,INCIDENT,,N668AA,Boeing,757,SCHD,AMERICAN AIRLINES INC,0,0,185.0,IMC,LANDING,2010
DCA11FA004,2010-10-26,"Miami, FL",United States,,,MIA,,NON-FATAL,Substantial,N626AA,Boeing,757,SCHD,AMERICAN AIRLINES INC,0,0,160.0,,CRUISE,2010
DCA16CA050,2015-12-12,"Buenos Aires, Argentina",Argentina,0.0,0.0,,,NON-FATAL,,N784AN,Boeing,777,SCHD,AMERICAN AIRLINES INC,0,1,12.0,UNK,,2015
WPR11LA203,2011-04-11,,United States,35.893333,143.871667,NRT,Narita International Airport,NON-FATAL,,N766AN,Boeing,777,SCHD,AMERICAN AIRLINES INC,0,2,227.0,VMC,CLIMB,2011
NYC01LA094A,2001-04-09,"Boston, MA",United States,42.364167,-71.005,BOS,GENERAL EDWARD LAWRENCE LOGAN,NON-FATAL,Minor,N328AA,Boeing,767,SCHD,AMERICAN AIRLINES INC (DBA: American Airlines Inc.),0,0,271.0,IMC,TAXI,2001
IAD02LA007,2001-10-29,"Dulles, VA",United States,38.944444,-77.455556,IAD,Washington Dulles Int'l Arpt,NON-FATAL,,N640A,Boeing,757,SCHD,AMERICAN AIRLINES INC (DBA: American Airlines),0,1,148.0,VMC,STANDING,2001
DFW07LA164,2007-07-08,"McAlester, OK",United States,34.8375,-95.770834,,,NON-FATAL,,N929AN,Boeing,737,SCHD,AMERICAN AIRLINES INC (DBA: American Airlines),0,1,101.0,VMC,CLIMB,2007
LAX96LA222B,1996-06-06,"SAN FRANCISCO, CA",United States,,,SFO,SAN FRANCISCO INTL,NON-FATAL,Minor,N335AA,Boeing,767,SCHD,"AMERICAN AIRLINES, INC.",0,0,220.0,VMC,TAXI,1996
CEN11IA198,2011-02-20,"Southlake, TX",United States,32.896944,-97.038055,DFW,Dallas-Fort Worth Int'l.,INCIDENT,Minor,N945AN,Boeing,737,SCHD,"American Airlines, Inc.",0,0,145.0,VMC,TAXI,2011
LAX03LA193,2003-06-12,"Fort Worth, TX",United States,32.916667,-97.583333,DFW,Dallas/Fort Worth Internationa,NON-FATAL,,N451AA,McDonnell Douglas,MD-80,SCHD,"American Airlines, Inc. (DBA: American Airlines, Inc.)",0,2,132.0,VMC,DESCENT,2003
CHI98LA269,1998-07-22,"PEOTONE, IL",United States,,,,,NON-FATAL,,N335AA,Boeing,767,SCHD,"AMERICAN AIRLINES, INC. (DBA: AMERICAN AIRLINES)",0,1,135.0,UNK,CLIMB,1998
CHI08IA292,2008-09-22,"Chicago, IL",United States,41.978611,-87.904722,ORD,O'Hare International Airport,INCIDENT,Minor,N197AN,Boeing,757,SCHD,"American Airlines, Inc. (DBA: American Airlines)",0,0,192.0,,CRUISE,2008
NYC99LA235,1999-01-13,"NEW YORK, NY",United States,,,LGA,LA GUARDIA,NON-FATAL,,N785AT,Boeing,727,SCHD,AMERICAN TRANS AIR,0,1,160.0,VMC,STANDING,1999
NYC01LA023B,2000-10-23,"NEW YORK, NY",United States,,,LGA,LA GUARDIA,NON-FATAL,Minor,N786AT,Boeing,727,SCHD,AMERICAN TRANS AIR,0,0,81.0,VMC,TAXI,2000
CHI00FA244,2000-08-16,"CHICAGO, IL",United States,,,MDW,CHICAGO MIDWAY,NON-FATAL,Substantial,N764AT,Boeing,727,SCHD,AMERICAN TRANS AIR,0,0,105.0,VMC,TAXI,2000
MIA95LA196,1995-08-05,"ORLANDO, FL",United States,,,MCO,ORLANDO INTERNATIONAL,NON-FATAL,Substantial,N764AT,Boeing,727,SCHD,AMERICAN TRANS AIR,0,0,165.0,VMC,TAXI,1995
CHI02LA128,2002-05-11,"Chicago, IL",United States,41.785833,-87.752222,MDW,Chicago Midway,NON-FATAL,Substantial,N552TZ,Boeing,757,SCHD,American Trans Air (DBA: American Trans Air),0,0,92.0,VMC,TAXI,2002
CHI96IA157,1996-05-12,"INDIANAPOLIS, IN",United States,,,,,INCIDENT,,N775AT,Boeing,727,SCHD,AMERICAN TRANS AIR (DBA: ATA),0,0,101.0,VMC,CRUISE,1996
CHI03IA055,2003-01-16,"Indianapolis, IN",United States,39.717223,-86.294444,IND,INDIANAPOLIS INTL,INCIDENT,Minor,N303TZ,Boeing,737,SCHD,AMERICAN TRANS AIR INC,0,0,79.0,IMC,TAXI,2003
CHI05LA238,2005-08-20,"Chicago, IL",United States,41.7875,-87.754167,MDW,CHICAGO MIDWAY,NON-FATAL,Substantial,N557TZ,Boeing,757,SCHD,AMERICAN TRANS AIR INC,0,0,171.0,VMC,TAXI,2005
CHI08IA065,2008-01-08,"Lincoln, NE",United States,40.851389,-96.765278,LNK,LINCOLN MUNI,INCIDENT,,N733TW,Boeing,737,NSCH,"Ameristar Air Cargo, Inc.",0,0,38.0,VMC,,2008
NYC99LA029,1998-11-30,"JAMAICA, NY",United States,,,JFK,JOHN F KENNEDY INTL,NON-FATAL,Substantial,HL***,Boeing,747,SCHD,ASIANA AIRLINES,0,0,4.0,VMC,TAXI,1998
DCA13MA120,2013-07-06,"San Francisco, CA",United States,37.613333,-122.363889,SFO,San Francisco International,FATAL,Destroyed,HL7742,Boeing,777,SCHD,Asiana Airlines,3,50,117.0,VMC,APPROACH,2013
ANC99FA012A,1998-11-11,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE INTERNATIONAL,NON-FATAL,Substantial,HL741,Boeing,747,SCHD,ASIANA AIRLINES (DBA: ASIANA),0,0,249.0,IMC,TAXI,1998
MIA97IA147,1997-04-19,"MIAMI, FL",United States,,,,,INCIDENT,Minor,N639FE,Boeing,747,SCHD,ATLAS AIR,0,0,3.0,VMC,CRUISE,1997
CEN11LA099A,2010-12-04,"Chicago, IL",United States,41.981389,-87.906667,ORD,Chicago O'Hare IAP,NON-FATAL,Minor,N499MC,Boeing,747,NSCH,ATLAS AIR INC,0,0,37.0,VMC,TAXI,2010
DCA10FA090,2010-08-16,"Dulles, VA",United States,,,KIAD,Washington Dulles Internationa,NON-FATAL,,G-BNWU,Boeing,767,SCHD,BRITISH AIRWAYS,0,1,193.0,VMC,APPROACH,2010
DCA15CA136,2015-05-27,"Windsor Locks, CT",United States,41.931667,-72.733056,,,NON-FATAL,,G-VIIY,Boeing,777,SCHD,BRITISH AIRWAYS,0,1,197.0,VMC,DESCENT,2015
DCA04IA066,2004-08-11,"Houston, TX",United States,,,IAH,HOUSTON INTERCONTINENTAL,INCIDENT,Minor,G-VIID,Boeing,777,SCHD,British Airways,0,0,129.0,VMC,TAKEOFF,2004
DCA10IA006,2009-11-04,"Dulles International Airport, VA",United States,38.9475,-77.46,IAD,Dulles International Airport,INCIDENT,Minor,G-BNWY,Boeing,767,SCHD,British Airways PLC (DBA: Brithish Airways),0,0,,VMC,TAXI,2009
LAX05LA218,2005-06-27,"San Diego, CA",United States,32.733611,-117.189722,SAN,San Diego International,NON-FATAL,Substantial,N357KP,Boeing,727,NSCH,Capital Cargo International (DBA: Capital Cargo),0,0,3.0,VMC,STANDING,2005
MIA95LA218,1995-09-06,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,NON-FATAL,Substantial,N405KW,Boeing,737,SCHD,"CARNIVAL AIR LINES, INC.",0,0,78.0,VMC,TAXI,1995
MIA95IA238,1995-09-26,"FORT LAUDERDALE, FL",United States,,,FLL,FT. LAUDERDALE-HOLLYWOOD,INCIDENT,,N404KW,Boeing,737,SCHD,CARNIVAL AIRLINES,0,0,162.0,VMC,TAKEOFF,1995
ENG13IA016,2013-02-25,"Dallas, TX",United States,32.901944,-97.041944,,,INCIDENT,Minor,B18701,Boeing,747,SCHD,China Airlines,0,0,3.0,UNK,TAXI,2013
ENG13IA027,2013-05-19,"Atlanta, GA",United States,33.640833,-84.427778,ATL,HARTSFIELD - JACKSON ATLANTA I,INCIDENT,Minor,B18701,Boeing,747,SCHD,China Airlines Ltd.,0,0,3.0,VMC,APPROACH,2013
NYC99IA024,1998-11-06,"NEWARK, NJ",United States,,,EWR,NEWARK INTL,INCIDENT,Minor,N12318,Boeing,737,SCHD,CONTINENTAL AIR LINES,0,0,110.0,VMC,LANDING,1998
MIA95IA134,1995-05-19,"BROOKSVILLE, FL",United States,,,,,INCIDENT,,N76752,Boeing,727,SCHD,CONTINENTAL AIRLINES,0,1,130.0,VMC,CRUISE,1995
MIA95LA133,1995-05-19,"TALLAHASSEE, FL",United States,,,,,NON-FATAL,,N60312,Boeing,737,SCHD,CONTINENTAL AIRLINES,0,1,94.0,VMC,CRUISE,1995
SEA97IA219,1997-09-27,"SEATTLE, WA",United States,,,SEA,SEATTLE-TACOMA INTL,INCIDENT,,N13331,Boeing,737,SCHD,CONTINENTAL AIRLINES,0,0,134.0,VMC,TAKEOFF,1997
ENG09IA018,2009-09-17,"Newark, NJ",United States,,,EWR,Newark Liberty Airport,INCIDENT,Minor,N66051,Boeing,767,SCHD,Continental Airlines,0,0,235.0,VMC,STANDING,2009
MIA99FA252,1999-09-12,"WEST PALM BEACH, FL",United States,,,,,NON-FATAL,Substantial,N17356,Boeing,737,SCHD,CONTINENTAL AIRLINES (DBA: CONTINENTAL AIRLINES),0,0,89.0,VMC,CLIMB,1999
DFW06FA056,2006-01-16,"El Paso, TX",United States,31.8,-106.383333,KELP,El Paso International Airport,FATAL,Minor,N32626,Boeing,737,SCHD,Continental Airlines (DBA: Continental Airlines),1,0,119.0,VMC,STANDING,2006
DCA11FA052,2011-05-06,"Greenville, MS",United States,33.469167,-90.983611,GLH,Mid Delta Regional Airport,NON-FATAL,Substantial,N12221,Boeing,737,NSCH,CONTINENTAL AIRLINES INC,0,0,2.0,,TAXI,2011
DCA09MA021,2008-12-20,"Denver, CO",United States,,,KDEN,Denver International Airport,NON-FATAL,Substantial,N18611,Boeing,737,SCHD,CONTINENTAL AIRLINES INC,0,6,68.0,VMC,TAKEOFF,2008
NYC06IA207,2006-08-21,"Newark, NJ",United States,40.6925,-74.168611,EWR,Newark Liberty,INCIDENT,Minor,N14655,Boeing,737,SCHD,CONTINENTAL AIRLINES INC,0,0,1.0,VMC,TAXI,2006
IAD05LA118A,2005-08-08,"Newark, NJ",United States,40.7,-74.172223,EWR,Newark Liberty International,NON-FATAL,Substantial,N73270,Boeing,737,SCHD,CONTINENTAL AIRLINES INC,0,0,205.0,VMC,TAXI,2005
NYC07IA015,2006-10-28,"Newark, NJ",United States,40.6925,-74.168611,EWR,Newark International Airport,INCIDENT,,N17105,Boeing,757,SCHD,CONTINENTAL AIRLINES INC,0,0,154.0,VMC,LANDING,2006
DCA09IA071,2009-08-03,"Bavaro, Dominican Republic",Dominican Republic,19.736944,-68.554167,,,INCIDENT,,N76156,Boeing,767,SCHD,CONTINENTAL AIRLINES INC,0,0,146.0,VMC,CRUISE,2009
NYC05FA054,2005-03-02,"Newark, NJ",United States,40.698611,-74.17,EWR,Newark International Airport,NON-FATAL,Substantial,N78008,Boeing,777,SCHD,CONTINENTAL AIRLINES INC,0,0,214.0,VMC,TAKEOFF,2005
DFW08IA087,2008-03-27,"Houston, TX",United States,30.007222,-95.313611,KIAH,George Bush Intercontinental,INCIDENT,Minor,N23661,Boeing,737,SCHD,Continental Airlines Inc (DBA: Continental Airlines),0,0,118.0,VMC,LANDING,2008
FTW01IA183B,2001-08-16,"DFW Airport, TX",United States,32.896389,-97.0375,DFW,Dallas/Fort Worth Int'l,INCIDENT,,N33635,Boeing,737,SCHD,Continental Airlines Inc (DBA: Continental Airlines),0,0,190.0,VMC,TAXI,2001
CEN09LA256,2009-04-18,"McAllen, TX",United States,26.172223,-98.236389,KMFE,McAllen Miller International,NON-FATAL,,N27722,Boeing,737,SCHD,CONTINENTAL AIRLINES INC (DBA: Continental Airlines),0,1,105.0,VMC,DESCENT,2009
IAD99FA052,1999-07-08,ATLANTIC OCEAN,,,,,,NON-FATAL,Minor,N12221,Boeing,737,SCHD,"CONTINENTAL AIRLINES, INC (DBA: CONTINENTAL AIRLINES)",0,1,89.0,VMC,CRUISE,1999
MIA99FA005,1998-10-07,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,NON-FATAL,Substantial,N66734,Boeing,727,SCHD,"CONTINENTAL AIRLINES, INC.",0,0,81.0,VMC,TAKEOFF,1998
NYC99LA076,1999-03-17,"NEWARK, NJ",United States,,,EWR,NEWARK INTL AIRPORT,NON-FATAL,,N17321,Boeing,737,SCHD,"CONTINENTAL AIRLINES, INC.",0,1,108.0,VMC,STANDING,1999
FTW97IA187,1997-05-11,"CORPUS CHRISTI, TX",United States,,,NGW,CABANISS FIELD,INCIDENT,,N16618,Boeing,737,SCHD,"CONTINENTAL AIRLINES, INC.",0,0,59.0,VMC,LANDING,1997
DEN05IA098,2005-06-19,"Salt Lake City, UT",United States,47.303333,-111.973334,SLC,Salt Lake City International,INCIDENT,Minor,N24633,Boeing,737,SCHD,"Continental Airlines, Inc.",0,0,104.0,VMC,TAXI,2005
DFW06IA025B,2005-12-15,"Houston, TX",United States,29.984444,-95.341389,IAH,Houston Intercontinental,INCIDENT,Minor,N32404,Boeing,737,SCHD,"Continental Airlines, Inc.",0,0,176.0,VMC,STANDING,2005
DEN07IA037,2006-12-15,"Colorado Spring, CO",United States,38.809167,-104.700833,COS,Colorado Springs Municipal,INCIDENT,Minor,N24202,Boeing,737,SCHD,"Continental Airlines, Inc. (DBA: Commercial Service)",0,0,159.0,VMC,CRUISE,2006
FTW04LA225,2004-08-30,"El Paso, TX",United States,31.806667,-106.377778,ELP,EL PASO INTL,NON-FATAL,Substantial,N742RW,Boeing,727,NSCH,CUSTOM AIR TRANSPORT INC,0,0,3.0,VMC,APPROACH,2004
ATL96LA028,1995-12-29,"ATLANTA, GA",United States,,,ATL,HARTSFIELD INTERNATIONAL,NON-FATAL,Substantial,N306DL,Boeing,737,SCHD,DELTA AIR LINES,0,0,58.0,VMC,STANDING,1995
SEA96IA131,1996-06-19,"SALT LAKE CITY, UT",United States,,,SLC,SALT LAKE CITY INTL,INCIDENT,Minor,N136DL,Boeing,767,SCHD,DELTA AIR LINES,0,0,186.0,VMC,TAXI,1996
SEA96LA062,1996-02-20,"PORTLAND, OR",United States,,,PDX,PORTLAND INTERNATIONAL,NON-FATAL,,N125DL,Boeing,767,SCHD,DELTA AIR LINES,0,1,139.0,VMC,TAXI,1996
DCA12CA045,2012-02-26,"Angers, France",France,47.473611,-0.554167,,,NON-FATAL,,N829MH,Boeing,767,SCHD,Delta Air Lines,0,1,146.0,UNK,CRUISE,2012
ENG09IA002,2009-01-02,"Atlanta, GA",United States,,,KATL,Atlanta International Airport,INCIDENT,Minor,N864DA,Boeing,777,SCHD,Delta Air Lines,0,0,257.0,,TAKEOFF,2009
DCA09IA014,2008-11-26,"Bozeman, MT",United States,,,KBZN,Bozeman,INCIDENT,,N862DA,Boeing,777,SCHD,Delta Air Lines,0,0,263.0,VMC,,2008
DCA14CA090,2014-03-04,"San Diego, CA",United States,32.735,-117.189722,SAN,San Diego International,NON-FATAL,,N809DN,Boeing,737,SCHD,Delta Air Lines,0,1,186.0,VMC,STANDING,2014
WPR11LA149,2011-02-27,"Naches, WA",United States,46.811389,-120.951944,,,NON-FATAL,,N684DA,Boeing,757,SCHD,Delta Air Lines,0,1,188.0,VMC,DESCENT,2011
ENG14IA019,2014-07-11,"Los Angeles, CA",United States,33.941666,-118.408333,LAX,LOS ANGELES INTL,INCIDENT,Minor,N139DL,Boeing,767,SCHD,Delta Air Lines,0,0,208.0,UNK,TAKEOFF,2014
DCA11CA084B,2011-07-14,"Boston, MA",United States,42.353333,-71.014444,BOS,GENERAL EDWARD LAWRENCE LOGAN,NON-FATAL,Minor,N185DN,Boeing,767,SCHD,Delta Air Lines,0,0,291.0,VMC,TAXI,2011
MIA99IA046,1998-12-15,"ORLANDO, FL",United States,,,MCO,ORLANDO INTERNATIONAL,INCIDENT,Minor,N327DL,Boeing,737,SCHD,DELTA AIR LINES INC,0,0,56.0,VMC,APPROACH,1998
ENG10IA038,2010-06-16,"Athens, Greece",Greece,,,LGAV,Eleftherios Venizelos Internat,INCIDENT,Minor,N196DN,Boeing,767,SCHD,DELTA AIR LINES INC,0,0,2.0,,STANDING,2010
DCA15CA145,2015-06-30,"Salt Lake City, UT",United States,0.0,0.0,,,NON-FATAL,,N396DA,Boeing,737,SCHD,DELTA AIR LINES INC,0,1,,UNK,,2015
